stop_id                     , stop_name                           , latitude          , longitude        , locality          , zone                , active
STOP_GGN_RAMLILA_428        , Ramlila Ground                      , 28.469916889469353, 77.02117777862735, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PETRO_SEC5_429     , Petro PP Sec 5                      ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_MATA_MANDIR_430    , Mata Mandir                         , 28.4791670065796  , 77.03103535885187, Gurgaon           , GURGAON             , TRUE
STOP_GGN_ATUL_KAT_431       , LT. Atul Katariya Chowk             , 28.480960456396687, 77.0486113095071 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC17_432          , Sec-17                              , 28.476102003621065, 77.0621768837409 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_GHODA_433          , Ghoda Chowk                         , 28.47294154309733 , 77.05612423024893, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC30_31_434       , Sec 30/31 Red Light                 ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_JHARSA_435         , Jharsa Chowk                        , 28.45229004248799 , 77.042688411785  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_CHINTAPURNI_436    , Chintapurni Mandir                  , 28.473043456991263, 77.03437650569916, Gurgaon           , GURGAON             , TRUE
STOP_GGN_ARYAN_437          , Aryan Hospital/SBI Bank             , 28.469575555571385, 77.01964836247636, Gurgaon           , GURGAON             , TRUE
STOP_GGN_NEW_COLONY_438     , New Colony Mor                      , 28.4656974388729  , 77.01677405747476, Gurgaon           , GURGAON             , TRUE
STOP_GGN_MADAN_PURI_439     , Madan Puri Gali No.2                , 28.461388901023284, 77.01835225538677, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PATAUDI_CH_440     , Pataudi Chowk                       , 28.4569857445337  , 77.01563406503364, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SETHI_441          , Sethi Hospital Shiv Chowk           , 28.45682400271955 , 77.02089030751549, Gurgaon           , GURGAON             , TRUE
STOP_GGN_BHUTESHWAR_442     , Bhuteshwar Mandir                   , 28.45703083830195 , 77.02416366212675, Gurgaon           , GURGAON             , TRUE
STOP_GGN_BAJGHERA_443       , Bajghera Reliance U Turn            , 28.454707425526994, 77.0389328116665 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_BIKANER_444        , Bikaner                             , 28.45823629026262 , 77.04478733222658, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PURI_15_445        , Puri Pillar No 15                   ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_DWK_EXP_33_446     , Dwarka Expressway Pillar 33         ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_40FOOT_447         , 40 Foot Road                        ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_DWK_EXP_62_448     , Dwarka Expressway Pillar 62         , 28.50004913381563 , 77.0072188416011 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_CONSCIENT_449      , Conscient Mall                      , 28.50319303194057 , 77.00646506309748, Gurgaon           , GURGAON             , TRUE
STOP_GGN_DWK_EXP_95_450     , Dwarka Expressway Pillar 95         ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_DAULATBAD_451      , Daulatbad Flyover                   , 28.486071073443814, 77.0080516523077 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_RAILWAY_PP_452     , Railway Road P.P                    , 28.485021907931714, 77.01277199638753, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PARKASH_453        , Parkash Puri Chowk                  , 28.480747063528565, 77.01480278760658, Gurgaon           , GURGAON             , TRUE
STOP_GGN_LAXMAN_454         , Laxman Vihar Red Light              , 28.480817132442834, 77.01504310041935, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SHANI_455          , Shani Dev Mandir                    , 28.47085881082615 , 77.02205645274186, Gurgaon           , GURGAON             , TRUE
STOP_GGN_CCA_456            , CCA School                          , 28.47741375418125 , 77.00508466627507, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC4_MKT_457       , Sector 4 Market                     , 28.47439097985596 , 77.0101906518272 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC4_7_458         , Sector 4/7                          , 28.473550821219376, 77.01769732957308, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PREM_MANDIR_459    , Prem Mandir                         , 28.464928521960502, 77.0217999884908 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SADAR_460          , Sadar Bazar                         , 28.658474001034566, 77.21267279518742, Gurgaon           , GURGAON             , TRUE
STOP_GGN_DB_BHARAT_461      , DB Bharat PP /Railway Station       , 28.486800692035143, 77.01193395022246, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SHYAAM_NURS_462    , Shyaam Nursery                      ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_PURI_SOC_463       , Puri Society                        ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_BHARAT_PUMP_464    , Bharat Pump                         ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SHYAAM_BABA_465    , Shyaam Baba Chowk                   , 28.473015554972747, 76.96188393015069, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC102_466         , Sec 102                             , 28.468607601814682, 76.97241197137129, Gurgaon           , GURGAON             , TRUE
STOP_GGN_ALPINE_467         , Alpine Public School                , 28.455089750911537, 76.99303893983382, Gurgaon           , GURGAON             , TRUE
STOP_GGN_UMANG_468          , City Bus Stop/Umang Bhardwaj        , 28.44835448905284 , 76.9975078585593 , Gurgaon           , GURGAON             , TRUE
STOP_GGN_HIMGIRI_469        , Himgiri                             , 28.445315001984092, 76.99879625782724, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC10A_470         , Sec 10 A                            , 28.44116030281727 , 77.00225225806622, Gurgaon           , GURGAON             , TRUE
STOP_GGN_MINI_SEC_471       , Mini Secretariat Gurgaon            , 28.44793877484724 , 77.02928726241768, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SHIVAJI_472        , Shivaji Nagar/Sohna Chowk           , 28.45883821037196 , 77.02692452694376, Gurgaon           , GURGAON             , TRUE
STOP_GGN_MOR_473            , Mor Chowk/Sec 15/Patel Nagar        , 28.45817237146773 , 77.03258606785428, Gurgaon           , GURGAON             , TRUE
